datetime,text,username,target
2022-01-31 23:29:09+00:00,L’ossessione del pelato per i ratti sono estancia mi disosio,karsmj, 
2022-01-31 23:28:28+00:00,"ora è il momento di insultarti un po’ sei un cesso pelato coglione che non si caga l’italia nonostante ci venga in vacanza ti odio e ogni tanto mio nonno si veste meglio di te, fatti un trapianto di capelli prima di perderti e raditi quel topo che hai in faccia tanti auguri harry",elixstyless, 
2022-01-31 23:26:03+00:00,Anche perché ha sottolineato la coalizione fra fandom il pelato malefico. #Jeru ,Obbyt_, 
2022-01-31 23:25:40+00:00,Volete vedere ora solercia come dopo averci ragionato per bene… a breve… si attaccherà a jess e lulù perché sta sera il pelato voleva affossare le princess ma in realtá ha fato capire a chi è intelligente quanto sono amate. 🔥#jeru #jessvip #gfvip,esughj, 
2022-01-31 23:25:00+00:00, Perchè altrimenti Solaia minacca di andarsene in confessionale e il pelato non può più masturbarsi sul triangolo,Giuliads10, 
2022-01-31 23:24:50+00:00," No meglio non svelare le carte, già è stato fatto in parte stasera con il pelato",Pizzaiololevati, 
2022-01-31 23:24:18+00:00,e quando il pelato leggerà DentinoDiManila #jessvip ,fakocerino, 
2022-01-31 23:24:06+00:00,Ma sei bugiardo pelato era in quarantena perché era positivo ma nn dire cessate brutto pelato,AnnaRaffaetta, 
2022-01-31 23:20:45+00:00,A me questo appunto del pelato è sembrata una stoccata ai JERU #ijeru #jeru,Stefani96816645, 
2022-01-31 23:19:33+00:00,nano malefico l3sb0fobo vuole rovinare anche questa ship,aairedised, 
2022-01-31 23:18:02+00:00,Fatece na cortesia oltre ar pelato levatece dar cazzo pure la Bruganelli... ma bastaaaaa un opinionista dovrebbe essere imparziale così come un conduttore... #GFVIP,Massimi29839640, 
2022-01-31 23:16:33+00:00, Come Brucia il culone della Sonia 🤣🤣🤣,lucaletto, 
2022-01-31 23:15:53+00:00, stavi con un pelato?,HeelGianz, 
2022-01-31 23:13:49+00:00,Chissà come mai il pelato ha chiesto proprio a Jessica...allora lo sai chi sono i Jerú. Vuole che i suoi fan vengano influenzati dal pensiero di Jess. Ma ricordate che noi abbiamo visto cose che Jess non ha visto #ijeru,MariaLyannaL, 
2022-01-31 23:11:56+00:00,ma il pelato sta spillando le nostre strategie #gfvip,camilladef_, 
2022-01-31 23:11:01+00:00,tutti in tl che dicono cose dolci: io che ho detto che è un pelato italiano di merda:😜🔥,SnflwrHvrry, 
2022-01-31 23:10:18+00:00,Il fatto che il pelato stia godendo più di noi… ,DIECIM1LAVOCI, 
2022-01-31 23:08:23+00:00, Infatti era un grasso porco.,MatsurikoSM, 
2022-01-31 23:07:57+00:00,“Capito Soleil” Taci pelato #gfvip,egocentricaa_, 
2022-01-31 23:03:56+00:00,auguri harry tvb goditi questi ventotto che a trenta sarai già pelato,revivalouis, 
2022-01-31 23:03:47+00:00, Cmq si era capito che avrebbe vinto Delia prima del verdetto quando il pelato già metteva le mani avanti per non rimanere indietro!,arya___81, 
2022-01-31 23:03:28+00:00,quanto sta godendo il pelato per il plot twist,Giolla_Giolla, 
2022-01-31 23:00:29+00:00," Vanno aboliti sileri, il CTS, pregliasco, Galli e Bassetti... Speranza lo teniamo come manico per la scopa con cui spazzare via il nano psicopatico... Poi affidiamo a San Giorgio",SimoSerra80, 
2022-01-31 23:00:03+00:00,"Ribadisco: pelato, autori, state scherzando con le puttane sbagliate #jeru #ijerù #jessvip ",Exxon_Valdes_, 
2022-01-31 23:00:02+00:00," Ho guardato 2 puntate e seguito qui in tl però il pelato non può dire che ha vinto Delia, ha vinto l’odio della gente bei confronti di Soleil che pur di darle una possibilità le ha votato contro",rocca_erica, 
2022-01-31 22:59:53+00:00," ah ecco ora ha senso, per colpa del pelato non riesco mai a capire nulla grazie !!",lovnatique, 
2022-01-31 22:58:38+00:00, io amo la pelata levatevi tutti,RACCONTERODITEX, 
2022-01-31 22:57:36+00:00,Propaganda che fa il faccione ciccione a Renzi Sarà per le pastarelle dell’autogrill #propagandalive,LadyCaveDiver, 
2022-01-31 22:57:27+00:00,"Trapianto di calvizie per nostalgici …MAI ,sono un felice pelato :anche voluto che sia scritto sul documento d’identità . ",UNABUONANNATA, 
2022-01-31 22:57:17+00:00,X me lo schifo finisce qui e mi sono bastate solo 2 puntate intere x capirlo È come se l’anno scorso aveste mandato in finale Samanta al posto di Dayane e lo dice una ke Dayane ha iniziato ad apprezzarla finito il gf Xó del resto al pelato serve portare avanti la baracca #gfvip,rocca_erica, 
2022-01-31 22:57:10+00:00,Si pelato la volevano come candidata alla finale perché c’erano solo pizzettari in nomination #jeru,caffelatttee, 
2022-01-31 22:56:31+00:00,e comunque tra un anno è pelato ci scommetto la vita,elixstyless, 
2022-01-31 22:55:31+00:00, E allora non si sono spiegati bene il pelato,Libero41316546, 
2022-01-31 22:55:10+00:00,52??? Ma chi ci crede!! Fate venire il vomito! 🤮 e sto pelato schifoso che prende pure in giro sole!!solo schifo!! #gfvip,ElLy76288888, 
2022-01-31 22:53:51+00:00, Da quello che ha detto il pelato è candidata,caffelatttee, 
2022-01-31 22:53:31+00:00, Il grasso non ce l'ha dentro : è tutto fuori e lo rende viscido. Ho reso l'idea?,cintamtam, 
2022-01-31 22:53:18+00:00,il pelato ogni anno ha le sue ossessioni l’anno scorso i gregocosi quest’anno questi tre #gfvip,vero_nicapre, 
2022-01-31 22:51:56+00:00,dalla faccia del pelato c'è scritto delia sicuro #gfvip,mintaegyeom, 
2022-01-31 22:46:27+00:00," Ma poi completamente errato anche secondo la loro stessa distorta visione della biologia, lo sviluppo della massa grassa androide è proprio la conformazione ""a mela"", panza e gambe a mela, il grembiule addominale è n'altra cosa ancora poi, ECCETERA ECCETERA",la_borra, 
2022-01-31 22:46:24+00:00,"In realtà c’è stata un’interferenza e Barù ha detto al pelato “sono molto geloso Alfonso, ma hai visto lo scherzo che mi ha fatto Jessiha?” #jeru",caffelatttee, 
2022-01-31 22:46:12+00:00,La verità è che per il pelato i solexan sono quest'anno quello che era la ff z0rpina.,socialcues_, 
2022-01-31 22:45:47+00:00, mamma mia sarà delia dopo che il pelato ha detto 'la preferita avrà una forza immensa' mio dio,ifeeluwatchinme, 
2022-01-31 22:45:19+00:00,Appatlo vlc media player lo cut chesi ma amma ph ringtone ga pettadam ma nana phone nunchi call cheydam. Kikiki ,eyy_bisha, 
2022-01-31 22:45:17+00:00, Pagliaccio pelato. Pagliaccio con parrucchino. Sono diversi dai oh,Okaayfra, 
2022-01-31 22:44:23+00:00,"Il pelato ""ci avete stancato"" Sempre il pelato ""Alex vieni qui al centro dello studio"" Due coglioni #GFVIP ",valstina, 
2022-01-31 22:43:53+00:00,Ma che cavolo c'entra egoman con sta cosa del verdetto? Sempre in mezzo lo vuole mettere sto pelato #GFVIP #jessvip #jeru,tivedodafuori, 
2022-01-31 22:41:24+00:00,Dopo le parole del pelato palese che sia Dolores la preferita,p0liedrico, 
2022-01-31 22:41:08+00:00,il pelato ossessionato da alex,dropintheocaen, 
2022-01-31 22:40:26+00:00," Sì, ma con quello che costa oggi come oggi un caffè corretto, vorrei il grafene standard, non quello nano",AriaNellaPancia, 
2022-01-31 22:40:13+00:00, Lo davo come tra i papabili vincitori ma penso che in realtà il pubblico non ne possa più né di lui né delle gag col pelato.,lostdiadem, 
2022-01-31 22:40:06+00:00,Il pelato fece lo stesso discorso quando soleil perse contro l’omofoba e sandokan è tutto così scontato,palloncinx, 
2022-01-31 22:39:39+00:00,il pelato vuole il man vicino per vedere gli occhi che brillano,stupidabitch_, 
2022-01-31 22:39:02+00:00,l’unico pelato che merita diritti secondo me ,coIourmein, 
2022-01-31 22:32:15+00:00,"Madonna che finaccia, pure Sgarbi c'è tocca Non bastavano i vari Matteo e il nano Berlusca #propagandalive",kubamatto92, 
2022-01-31 22:31:59+00:00,"Vabbè, il pelato è il solito cog ",MgcRex, 
2022-01-31 22:30:50+00:00," Ma non credo. Ha sempre detto che se ci voleva stare ci avrebbe provato veramente. È il pelato che ci marcia su,con Delia al seguito.",UnaTantum_, 
2022-01-31 22:30:45+00:00, Il preferito di oggi partecipa al prossimo televoto dal quale si eleggerà il primo finalista. Afammoc al pelato che non si sa spiegare,megliolamello, 
2022-01-31 22:30:05+00:00,Il pelato che mandata finalmente una clip su Baru geloso marcio degli hot boys Tutti noi: #ijeru #jeru ,Imhoneyguys, 
2022-01-31 22:29:20+00:00, Secondo me si è arreso e sta al gioco perché così ha meno attenzione su di lui da parte del pelato,isabel_goodrick, 
2022-01-31 22:29:12+00:00," Ma secondo voi chi comanda oggi in Italia? Questo quello quel altra il clown,il nano la donna il nordista…nessuno.Allora bisogna che tutti Noi riprendiamo l Italia..e mandiamo a casa TUTTI",Floriooooo, 
2022-01-31 22:28:37+00:00, ma tu zia pelata col cerchietto,sonobaekhyun2, 
2022-01-31 22:28:26+00:00,Cioè noi facciamo il audience e il pelato ci regala due secondi scarsi?? #jeru #gfvip #jessvip,soloioanne, 
2022-01-31 22:24:55+00:00,Mi aspetto la battuta di merda del pelato #Ijerú #Jerú #jessvip #gfvip,nehf96, 
2022-01-31 22:23:29+00:00,Mi gioco la pelata dell'elfo che a fine puntata Soleil andrà in piscina a fare la drama queen perchè si sentirà sola dopo che ha buttato merda a palate su tutte le persone lì dentro #gfvip #jessvip,Pippobaudoking, 
2022-01-31 22:21:53+00:00,"21 wjdjskdjsk nana una locura, espero que mi celular no explote I vote #Louies for #BestFanArmy #iHeartAwards︎ ",aneliss81115449, 
2022-01-31 22:21:25+00:00, E va ancora grassa. Pensa che la sorella di dx vuole esibirsi in mini-gonna.😱😎,psychotoni67, 
2022-01-31 22:21:15+00:00,Uno dei motivi per cui non avrò mai stima della conduzione del pelato...sono le palesi differenze di trattamento Su Manuel ci ha fatto una puntata...con tanto di albero genealogico in studio Per Gianmaria clippettina e buttato fuori dalla porta rossa a pedate #Gfvip,DreamTeamCB, 
2022-01-31 22:19:19+00:00," A parità di peso la margarina ha più calorie del burro, quindi oltre ad essere dannosa in quanto grasso idrogenato è anche più calorica cioè fa ingrassare di più.",TvojMedvedek, 
2022-01-31 22:17:25+00:00,Camionisti in Italia ne abbiamo? Per il nano psicopatico basta pure un ape car.,Severica61, 
2022-01-31 22:16:27+00:00,Indovinate chi non dormirà anche stavolta per vedere il tour di un nano da giardino da persone sconosciute su instagram? ,_AmericxnIdiot_, 
2022-01-31 22:16:11+00:00," Tipica persona grassa e pelata, questo è body shaming",LeftyCurly, 
2022-01-31 22:15:29+00:00, Ma infatti la Juve gli avrà dato una grassa buonuscita,MassimoTurrini7, 
2022-01-31 22:15:07+00:00," Con il partito repubblicano ti sei svelato come il massone che sei, non ti ho mai votato ma adesso posso dirti, di cuore, MAVVATTENAFFANCULOVÀ brutta merda, nemico dell'Italia e degli italiani. Tu La nana E il nano puttaniere.",maurocattacin, 
2022-01-31 22:15:03+00:00," Nel 2018 ho disertato, andrò nel 2023 credo per parco rizzo Meloni chan solo se mi chiama maiale obeso il gabidano da bruno vespa",cr_ernest0, 
2022-01-31 22:14:50+00:00,Il pelato imbarazzante #gfvip #graziegian,Miguardandoilgf, 
2022-01-31 22:14:07+00:00," All'epoca su Cuore facevano le fibre quartine di Nostradamus con protagonista il ""Cracco popone pelato"", nientemeno che Bettino Craxi",fuori__luogo, 
2022-01-31 22:14:06+00:00,Pensavo gli avesse chiesto di mettersi un cappello perchè la luce riflessa sulla sua pelata dava fastidio agli occhi #QuartaRepubblica,lol21194926, 
2022-01-31 22:13:37+00:00, Ce l'ha fatta...a restare grassa nonostante la gastrectomia,IBeefsquatch, 
2022-01-31 22:10:54+00:00,scusa stai dicendo che ha 26 una persona non può avere la pelle grassa? adesso le cose gravi le stai dicendo tu marti ma almeno un minimo di basi per la skincare venvia ,pattrouge, 
2022-01-31 22:10:39+00:00," Il problema in IT è che sono tantissime nano, micro e piccole imprese. Se hai una impiegata e non te ne puoi permettere 2 e la fabbrica di lui ha 3 dipendenti e se ne manca 1 è panico del congedo condiviso te ne fai zero. Alla Olivetti il condiviso va bene",AngoneseDavide, 
2022-01-31 22:09:46+00:00,Il pelato la smettesse di parlare per il pubblico che questo teatro non appassiona proprio un cazzo di nessuno datemi la fatina #fairylu,luliiiiiiiiikkk, 
2022-01-31 22:09:42+00:00,Ho ragazzi non so voi ma c’ho l’ansia per come il pelato tratterà l’uscita di Giammi #graziegian #gianfede,alessia08435159, 
2022-01-31 22:09:40+00:00,Ma anche no pelato di merda ..non mi appassiona per un cazzo #jeru,AnaMari32352845, 
2022-01-31 22:09:33+00:00,che schifo il pelato,fhxbeltrozz, 
2022-01-31 22:09:25+00:00,“ci appassiona” il pelato parla a nome di tutti quando non è in grado di parlare neanche per se #SoleilSorge #soleilarmy #gfvip ,bimbodisoleil, 
2022-01-31 22:09:08+00:00,pelato ma non capisci che questa storia appassiona solo te #jeru,F4LLINGF0RY0UU, 
2022-01-31 22:09:07+00:00,Ma stai zitto pelato #gfvip,caldaia8, 
2022-01-31 22:09:03+00:00,ci appassiamo CI? ma a chi? pelato parla per te #gfvip #jeru ,bleksbebond, 
2022-01-31 22:08:52+00:00,"No non appassiona nessuno, pelato #gfvip",SadScreamBoobo, 
2022-01-31 22:08:51+00:00,"Peter Dinklage, un altro celebre attore nano attacca la star: “Chi ti ha reso Re dei Nani?” ",Trendynet1, 
2022-01-31 22:08:46+00:00,Dite al pelato che appassiona solo lui #gfvip,xmmarti__, 
2022-01-31 22:08:45+00:00,"appassiona solo te pelato, a noi fa appassire #jessvip #jeru",panevinoeansia, 
2022-01-31 22:08:39+00:00,Appassiona solo te brutto pelato,itsapina, 
2022-01-31 22:08:34+00:00,Ma appassiona solo te cretino di pelato #gfvip #jeru,Zorpanelcuore, 
2022-01-31 22:08:31+00:00,Ma appassiona solo te pelato #jerù,Sanem48699957, 
2022-01-31 22:06:25+00:00,Roma Venezia in un nano secondo #NonMiLasciare,floryblu5, 
2022-01-31 22:04:56+00:00, basta guardarlo? quindi se si fosse presentato pelato automaticamente nel tuo cervello si era appena fatto la doccia perché capelli lunghi e sistemati col gel = lerci no? bel ragionamento fatto con il culo,ovunquesaraii, 
2022-01-31 22:04:33+00:00, grazie finalmente BO questo pelato non fa capire niente,groggady, 
2022-01-31 22:02:12+00:00, È quasi grasso abbastanza... 🐷,collorigh, 
2022-01-31 22:01:45+00:00, Finirà annientato anche lui come il partituccolo del nano malefico pregiudicato che addirittura voleva salire al Colle! Andare al governo col M5💩 ed il PD gli ha bruciato il cervello! Non beccherà piú il mio voto ne quello di una valanga di altri!!!,arduino1943, 
2022-01-31 22:00:52+00:00,"Ovviamente il pelato quando lei dice una verità taglia corto o dice che non può darle tutto il tempo per parlare, seh certo #jeru ",BRosini88, 
2022-01-31 22:00:32+00:00, ma secondo te il pelato è vecchio,91HVARRY, 
2022-01-31 22:00:02+00:00,ho finito nana. non fingerò dicendo di non essermi messo a piangere.,ErwinSmith_ita, 
2022-01-31 21:59:58+00:00,Cioè ha appena detto la verità e ovviamente al pelato di merda non é andato giù. Ops! #gfvip,Sery080218, 
2022-01-31 21:56:52+00:00,Il problema è il pelato che lo invita ancora in studio a questo maleducato. Doveva esserci Ilary. A lui interessa solamente la parte gossip. Non è capace di condurre ne il gf e ne altri programmi. #gfvip #jerù,EllieandMirko, 
2022-01-31 21:52:09+00:00, si è rimangiato tutto quanto detto in questi anni su È per questo che è così grasso,diemme751, 
2022-01-31 21:50:52+00:00, Ti sembra un complimento paragonarlo a quella testa di cocco pelata del professore di victorious .,fantshrrie, 
2022-01-31 21:49:37+00:00,Bianca appena ha visto nano paradiso gli ha sbattuto le tette in faccia #viteallimite,oznecniv5, 
2022-01-31 21:48:42+00:00,"oggi in treno ho beccato antonio, il classico matto del treno, lo fermo e parlando mi fa, ho bisogno di un autoambulanza, sento come se mi tirano i capelli, gli ho ricordato che fosse pelato, mi ha battuto il pugno ed è antato via grande antonio non farti picchiare ❤️",riskio_10090, 
2022-01-31 21:46:12+00:00,Ragazzi veramente cambiate canale!!! Guardate a cos'ha portato questo teatrino. Record di ascolti con tanto del pelato euforico. Era questo che volevano e l'hanno ottenuto perché siete ancora lì a guardare invece di cambiare canale #GFVip,gegiuz, 
2022-01-31 21:46:03+00:00,Ma ora lei vuole Alex? Non ho capito che colpo di scena “Bellissima letterah” si pelato ovvio #jerù,Sanem48699957, 
2022-01-31 21:45:15+00:00,"Lo pissicoterapeuta è nano Paradise, scommetto #viteallimite",Kyara_iacta_Est, 
2022-01-31 21:43:22+00:00, AHAHAHAHAHAHAHAHAH Forse il problema è il pelato (e non lo dico per autoassolverci),LSantillo_96, 
2022-01-31 21:42:25+00:00,"Ma andate a fanc Soleil, Delia e Alex! E soprattutto il pelato!",MgcRex, 
2022-01-31 21:41:27+00:00,Oggi sono 25 anni che io e mamma di nana ci supportiamo... A vari livelli... Perché non esiste solo l'amore... Ricordatevelo pischelli,RoccoBlason, 
2022-01-31 21:38:36+00:00,"Gianmaria che appena il nano dice che c’è Alex: “ecco, ecco” #jeru Sei tutti noi capitano",givemelovew, 
2022-01-31 21:38:16+00:00, Eh ma non c'ha fatto i soldi - cit di un pelato,andrea5788, 
2022-01-31 21:37:48+00:00," Si si certo, la fascista che fa la verginella e col compare legaiolo e il nano mafioso sono in politica da 20 anni ed hanno distrutto il paese. Ogni giorno ne arrestano uno nuovo. Mafiosi",pierpu6767, 
2022-01-31 21:37:07+00:00,Ma le cazzate che spara il pelato mamma mia #GFVIPParty #GFvip,belcaratteree, 
2022-01-31 21:35:03+00:00, già sento la pelata arrivare ,JVCKSMOL, 
2022-01-31 21:34:55+00:00,raga mi ero tagliata le sopracciglia troppo ed ero pelata e quindi le ho riattaccate giuro ho fatto un bel lavoro,4CTMY4G3, 
2022-01-31 21:33:34+00:00, Politicamente un nano rispetto al gigante Andreotti.,bolz_ar, 
2022-01-31 21:32:33+00:00,Sei ciccione pure nei fotomontaggi cessooooo ,manerwski, 
2022-01-31 21:26:23+00:00, Marta la tua pelato redenzione era?????,darksa0irse, 
2022-01-31 21:26:06+00:00,La foresta dei cazzi volanti nano,edopardo33, 
2022-01-31 21:25:41+00:00,Secondo voi tra quanto Barù interrompe il pelato per raccontare dello scherzo che gli ha fatto Jessica? #jerù,librar1s1ng, 
2022-01-31 21:25:40+00:00,"Che due palle non ne posso già più, voglio tornare in camera mia e avere la mia privacy. Fossi almeno con il nano, invece no mi tocca dividere la stanza con mio fratello più grande ",Pervinca13, 
2022-01-31 21:25:15+00:00,In ogni caso non è grassa. È solo che usa fantasie che la ingrossano. #viteallimite,parapallina, 
2022-01-31 21:25:09+00:00,"Comunque offtopic ma tutto questo parlare di nana mi ha fatto ripensare alla mia vecchia coinquilina che quando scoprì nana mi disse ""ma sai che ho iniziato un anime e le due protagoniste mi ricordano troppo noi due?"" e alla fine quando ho capito che parlava di nana",ikigaitragic, 
2022-01-31 21:22:34+00:00,"questo interesse del pelato di parlare delle varie sfumature dell’amore le ha cacciate tutte quest’anno, l’anno scorso evidentemente era affetto da cecità",thriftxfeels, 
2022-01-31 21:21:38+00:00,Dovevano inquadrare Sophie quando il pelato ha detto che Delia voleva condividere Soleil #solphie #gfvip ,palloncinx, 
2022-01-31 21:20:58+00:00," -maggiore di grasso corporeo e altre di meno, e quindi ovviamente si noterà di meno anche questa leggera curva. questo è solo per dire che certi standard sono molto probabilmente irraggiungibili per la maggior parte delle donne, poi ci sono ovviamente delle eccezioni",erinyesrvnge, 
2022-01-31 21:20:47+00:00,"""Parlare di questo (l'amore libero) è assolutamente importante e necessario"". Sì, pelato, necessario proprio. #jerù ",JJ13760592, 
2022-01-31 21:20:42+00:00,incredibile l’omofobia di questo ratto pelato,cidadadoar, 
2022-01-31 21:20:27+00:00,Come sminuire lotte fondamentali: tutorial by il pelato e i suoi protetti #jerù,fatte_narisata, 
2022-01-31 21:19:46+00:00,Chissà se il pelato sarà il direttore dei giornaletti porno sull'amore libero b3lliproduction #gfvip,AleArdu_7, 
2022-01-31 21:19:44+00:00,Ah. Il pelato è contro l'aborto ma adora l'amore libero di Delia e Egoman. Strano. #GFvip ,mancini_91, 
2022-01-31 21:19:40+00:00,Lee Rang mo vede i fiori e si strappa tutti i capelli rimane pelato,akshsoab, 
2022-01-31 21:19:35+00:00," ma perché il problema è che pensano che dire che le donne hanno uno strato di grasso in quel punto vuol dire necessariamente che tutte le donne debbano avere una pancia gigante e che non esistano donne magre, ma è ovvio che dipende da corpo a corpo, alcune hanno una percentuale-",erinyesrvnge, 
2022-01-31 21:19:13+00:00,“Dobbiamo normalizzare il sesso” Al gfv1p: faccio sesso a 3 “OH MIO DIO ZOCCOLA CHE SCHIFO NON PULI DIRLO IN TV MA SEI SCEMA” Il pelato: facciamo fatica ad accettarlo Amo sinceramente non capisco il problema di fare le orgie,_itsnatsu, 
2022-01-31 21:17:51+00:00,"siete tutti innamorati di nana, non mentite a voi stessi",nanastrawberrry, 
2022-01-31 21:17:17+00:00, Però un trequartista al posto del nano si poteva fare tipo lo celso o dele alli???dai non facciamo i santini,Alessan90097982, 
2022-01-31 21:16:15+00:00, ma va sono un nano tu??,sstillwantyou, 
2022-01-31 21:09:36+00:00,pelato non ti fermavano x strada prima del covid figurati mo anche meno,reputescionera, 
2022-01-31 21:08:53+00:00,"Che cazzo c’entra Delia con Barù io odio quel pelato del cazzo, ho già detto cazzo ??? #jeru",forsesioforseno, 
2022-01-31 21:08:49+00:00,Io delle demenze che escono dalla bocca del nano malefico ancora ne sono allibita ma ha un archivio ad hoc io boh... #jerù #jessvip #ijerú,TataMatilda1, 
2022-01-31 21:08:45+00:00,Alfonsoooo ste cessate tra Delia e Barú no eh... Sto pelato #Jerù #ijerù,IoPessima, 
2022-01-31 21:08:40+00:00,Ma io voglio sapere le strade che frequenta il pelato perche non poesse che so tutti deficenti #JERU,TheWaSp79576952, 
2022-01-31 21:08:27+00:00,Le minchiate che spara sto nano #Jerú #jessvip #gfvip,nehf96, 
2022-01-31 21:08:02+00:00,Mamma mia che rottura di coglioni il pelato #jessvip #ijeru #jerù,FFelline, 
2022-01-31 21:06:26+00:00,Devo vedere Good Omens così da kinnare l’angelo grasso biondo,AngyCottontail, 
2022-01-31 21:06:22+00:00,la puntata poteva iniziare in modo decente però mi sono scordata che è condotto dal pelato con tanto di cazzate di sonia madonna santa le mie aspettative sono andate direttamente a puttane #gfvip,plowiue, 
2022-01-31 21:06:16+00:00, Video e foto di quel nano bastardissimo sul palco tutto felice che canta mamma mia mamma miaaaaaaa poi Harry che fa 28 anni non ce la faccio,RoryFine_Line, 
2022-01-31 21:04:35+00:00," Non è vestito di nero, altrimenti sembrava proprio lui pelato",brislacciata84, 
2022-01-31 21:03:20+00:00," ""Ehm, neanche lontanamente."" Solo a leggerlo così fa ridere. Poi se metti che la #Juventus #Vlahovic l'ha comprato a ""prescindere"" dalle ipotetiche entrate, vedrai che tutto ciò che è ritornato (o ritornerà), è solo grasso che cola. 😎",rott54558957, 
2022-01-31 21:02:53+00:00,forse prima e unica foto in cui non mi fa schifo il grasso sulle braccia??? sono progressi ,chvnniesmoon, 
2022-01-31 21:02:05+00:00,I protetti del pelato: Katia Giucas Soleil E non lo nasconde neanche #jeru ,bahblahbl, 
2022-01-31 21:01:20+00:00,Luca giurato 🤣🤣🤣🤣 maaagari persino lui avrebbe capito l'interesse dei #jerù ma purtroppo al nano malefico vedere le cose come stanno proprio....,TataMatilda1, 
2022-01-31 21:01:12+00:00,"Questa regina smonta quel falsone di Giucas, il pelato e gli autori che montano le clip per farla passare male. Non ci siete riusciti. #gfvip ",lomsic, 
2022-01-31 21:00:56+00:00,Ecco il pelato che prende le difese di Giucas …🤣🤣🤣 #gfvip,gabriellasr95, 
2022-01-31 21:00:40+00:00,Il ratto pelato continuando a leccare il ciulo al suo protetto e la milfonazzo che non cede. Questa donna. #gfvip #mirinat,Emma30851845, 
2022-01-31 21:00:34+00:00,"Porro sclera perchè Meloni (forse) manda a fanculo il nano e il nutellaro, risultando peggio di un Formigli qualsiasi. #QuartaRepubblica",sabry_vix, 
2022-01-31 21:00:20+00:00,Queste difese slerticate del pelato mai viste per Lulú. E non è arrivata a questi livelli. Figli e... figliastri. #gfvip,Steffy96554979, 
2022-01-31 21:00:19+00:00,Vi prego Luca giurato al posto del pelato sarebbe perfetto #jerù,Hellevatorlix, 
2022-01-31 21:00:18+00:00,Chissa' se il pelato ha capito che tutto sto share e' dovuto al popolo #jerù,ysam_ybaf, 
2022-01-31 21:00:05+00:00," Ormai avete raggiunto il limite, a forza di figure di merda, il colmo è che continuate a perseverare, continuate con il nano di Arcore farete tanta strada lui è 8% voi 4% un risultato magnifico ",Nadia86764779, 
2022-01-31 21:00:02+00:00,Barù ha degli occhi che mi fanno sciogliere come grasso sulla griglia #jeru,Giordan39583266, 
2022-01-31 20:59:52+00:00, Maledetto nano!! 😠,Massimino_O, 
2022-01-31 20:58:32+00:00,"I mean, Rue, Jules, etc. sono personaggi definiti dai loro problemi, però Kat è grassa quindi il suo problema è per forza il suo rapporto con lo specchio.",cr1son505, 
2022-01-31 20:57:47+00:00, pure alfonso pelato,RACCONTERODITEX, 
2022-01-31 20:57:06+00:00,"#Euphoria molto bello, interessante, belle scene, bello tutto, però ogni tanto mi piacerebbe che il personaggio grasso™ avesse una storyline interessante che non fosse solo ""sono grassa, boo! Mi odio e nessuno mi amerà mai""",cr1son505, 
2022-01-31 20:53:12+00:00, 14 kg è un ciccione a dieta 🤣🤣,Vignitta55, 
