datetime,text,username,target
2022-05-18 00:12:22+00:00," Guardate che elemento , di veste da schifo , mangia da schifo, grasso , tipo strano e vuole insegnare ad altri come vivere? Una bella pretesa.",berardi225,1
2022-05-17 21:50:37+00:00, nano da giardino,estic4zz,1
2022-05-17 15:42:13+00:00," Un bicchiere di grappa, una salsiccia bella grassa.",giannantonio51,0
2022-05-17 11:17:21+00:00, Si meritano 6 mesi di gfvip condotto dal ratto pelato tutti quelli che non guardano l'isola!!!,DomenicoSia,1
2022-05-17 09:00:03+00:00,"mi ha rubato le ultime patatine che volevo davanti agli occhi, troia bastarda nana cogliona maledisa a te e chi ti ha cagata",erikabenedettii,1
2022-05-16 19:58:15+00:00, perché avevo un gatto obeso poi dopo qualche giorno l’ho visto magrissimo e mia zia mi fa che era per la lucertola ma non ho mai capito se fosse seria o no,elechiavassa,0
2022-05-16 18:14:06+00:00, Solo con noi sti bucchini fanno la partita della vita Come al solito Grazie Spallettiz ti sei fatto mettere le palle sulla pelata da un altro pelato di merda,PyraTowaMelth,1
2022-05-16 15:34:46+00:00,"Elena Santarelli in costume, un giornale le fa un articolo. 600 commenti tutti uguali. Friendly reminder che anche questo è body shaming. Se il vostro fisico grasso o magro vi piace così fatevi una vagonata di cazzi vostri su quello degli altri ✌🏻 ",madrockworld,0
2022-05-16 08:37:07+00:00,le vere hot girl hanno un coniglietto nano ariete che gli da i baci,riservaerika18,0
2022-05-15 19:11:19+00:00,Pardo ha il grasso pure negli occhi,Aledibbo1,1
2022-05-15 16:23:03+00:00," È il vaccino,è il vaccino. Mio cugino è stato trovato con la testa nel microonde al reparto elettrodomestici con il carrello pieno di lacca ed è pelato. prima di morire mi ha detto di aver preso tuo carrello",Lanfranco70,0
2022-05-15 16:15:11+00:00," Anche un forte esaurimento nervoso, i dispiaceri, le delusioni, malattie metaboliche. Gli ignoranti giudicano senza sapere e riassumono la questione così: chi mangia troppo é grasso, chi mangia poco é magro.",cruelGirlv,0
2022-05-14 20:01:08+00:00,vorrei avere la stessa autostima di queste che si vestono così scosciate pur avendo un culone enorme #Eurovision #ESCita,Gin_Rog,1
2022-05-14 11:05:49+00:00," Un sadico nano frustrato, che ha fatto si tutto per far pagare agli altri le sue rabbie!!! MALEFICO.",Cristin10669947,1
2022-05-14 09:22:55+00:00, prima si può spezzare una gambina con quel culone che ha,passi100813,1
2022-05-13 12:54:07+00:00," Tendenzialmente puoi mettere su muscolo e perdere grasso che è circa quello che vai a fare quando ti alleni, quindi immagino possa capitare!!",endlosenacht,0
2022-05-10 12:40:00+00:00," aa va bene grazie mille già l’avevo usato questo metodo perché anche io ho la pelle grassa, ma appunto poi avevo iniziato con la skin care",imnotmartiii,0
2022-05-09 20:20:05+00:00, Tanto non se ne accorge è talmente grasso che non lo vede da molto tempo 😅 ,___Claudias___,1
2022-05-09 14:04:27+00:00,Vorrei essere nel letto a vegetare e lamentarmi del ciclo ma ho quella nana da andare a prendere. Wish me luck,GuerrieraDiana,0
2022-05-08 20:40:54+00:00,"Florenzi laziale fracico ha detto ""col cazzo che lo faccio vincere a limone culone"" gasa",pottervato,0
2022-05-08 16:56:55+00:00,Mi piacerebbe sentire il parere del nano da giardino con la r moscia per questo rigore. ,veronica_faso,1
2022-05-08 10:16:27+00:00,infatti cancello non te la do la soddisfazione pelato di merda,jumptarvo,1
2022-05-08 06:54:58+00:00, Basta rompere i coglioni obeso,supFNBR,1
2022-05-07 10:43:55+00:00,probabilmente dopo cambierò layout e ne metterò uno con nana ma non lo so,rosediversaille,0
2022-05-06 22:55:25+00:00, Ragazzi ma quanto è nana,MattBest__,1
2022-05-06 21:44:42+00:00," Non era bruciore di stomaco,leggi bene,mentre ti fai questa grassa risata.",Veruska89835965,0
2022-05-06 08:18:58+00:00," Vecchio,imbecille, obeso e cattivo, sapessi io come vorrei vederti!",silvia6010,1
2022-05-05 20:40:28+00:00, Non riesci a capire infatti sei famoso per essere bigotto e obeso. Ogniuno si specializza in quello che può,thestarklordd,1
2022-05-05 20:06:08+00:00,La mia coinquilina russa sarà alta due metri. Io sembro una nana,MayaraYoMe,0
2022-05-05 09:40:59+00:00, Se ci attaccassero ci vaporizzerebbero in un nano secondo,sonoio00768234,0
2022-05-04 20:37:18+00:00, perché non sono pelata,redastras,0
2022-05-04 12:03:15+00:00, Un personaggio disgustoso come Friedman non dovrebbe poter essere invitato in tv. Un grasso cafone americano che sputa sentenze su di noi.....cacciatelo,TerryPaterno5,1
2022-05-04 07:07:03+00:00," Lo ammetto, sarà difficile, ma vi prometto che diventerò un obeso mmerda",AleSira8,0
2022-05-03 18:40:27+00:00,Toccarmi la testa pelata è una delle sensazioni migliori degli ultimi 21 anni,DylanCarbonin,0
2022-05-03 17:25:01+00:00, Si però poi diventa pelato ahaha,cool_marvel_fan,0
2022-05-03 14:43:07+00:00,"Il 58,7 degli adulti e il 29,5% dei bambini nella Regione Europea Oms è sovrappeso o obeso. Italiani adulti in media ma per i bambini è allarme: 42% con peso fuori norma ",BasicLifeSupp,0
2022-05-01 20:17:55+00:00,Anche il brillantino sulla pelata💀💀 ,_day_20,0
2022-05-01 17:17:38+00:00," Sembrava che gli avessero sparato, se guardate bene non c’è contatto. Cade pure in modo scoordinato, quasi più goffo del ciccione quando simuló sull’anticipo di Mark",_avvocato,1
2022-05-01 05:30:20+00:00, Potresti tatuare il simbolo della tua libertà ( fa già tanto ridere così) sulla pelata.,Alkemicalbro,0
