datetime,text,username,target
2022-04-09 16:02:28+00:00," Ma questo grasso pagliaccio biondo, non è quello che rifiuta i profughi ucraini, nella Gran Bretagna???????",Fabiana60447843,1
2022-04-09 15:54:29+00:00, Curatevi l’ossessione per la pelata ,StepDaddyDiGesu,0
2022-04-09 15:34:03+00:00," Eccolo lì. Ero stupito del fatto che limes e caracciolo fossero risparmiati dal killeraggio di riotta. Seguiranno a ruota quello di francesco merlo, di gramellini, Aldo grasso, cappellini etc.",ciriacomerolli,0
2022-04-09 14:43:39+00:00," l'1% della popolazione in ospedale? già solo questa affermazione va contro ogni logica scientifica. Poi chi ha stabilito quali siano i motivi ""giusti"" per andare in ospedale? Un fumatore, un alcolizzato, un drogato, un obeso hanno più diritto perchè sono dei vizi?",canislupus80,0
2022-04-09 14:17:56+00:00, Ridotto a fare panchina ad un ciccione con una figlia e la tecnica di Paolo Bonolis,Denis2oo1,1
2022-04-09 13:51:02+00:00, Risponde e poi mi blocca. Altra cosa senza senso. Dev’essere una costante fare cose illogiche. Almeno è coerente. Rido grasso 😂,AliceVeziano,0
2022-04-09 13:27:16+00:00," Non diciamo stronzate. Sopra ho scritto ""normopeso"", il che esclude sia il sottopeso, sovrappeso e obeso. Vi dovete levare il vizio di attaccare la gente sui social completamente a cazzo.",LaVarcaDiNoe,0
2022-04-09 13:26:34+00:00,la pelata alla eminemme ,brahimiana,0
2022-04-09 13:20:20+00:00, grasso e acqua? si lo bevo anche se concettualmente mi fa schifo,tonia52388492,0
2022-04-09 12:57:50+00:00," quello nemmeno il suo culone glielo farà perdere, limone inzaghi vince su tutto",framiriello,1
2022-04-09 12:42:17+00:00," Ti capisco anche a me, da ex ragazzino grasso è brutto posso dire che l’autoironia mi ha salvato la vita. Complimenti a te ♡",QuiNelTuitter,0
2022-04-09 12:38:17+00:00,"questa nana malefica non mi vuole dire le cose ha un complotto contro di me, chiudere amicizia? si o no risposta veloce ",mo0nchante,1
2022-04-09 12:24:57+00:00," Barak non convocato, Pereyra squalificato, la scelta era tra il nano e il fattorino quindi…",ILCARRODIPELLE1,1
2022-04-09 12:19:17+00:00,Sto leggendo che dobbiamo aspettare Brahim Diaz!!! Un nano che fisicamente non vince una spallata nemmeno contro un bruco.... Fate pace col cervello dai,ale1980cro,1
2022-04-09 12:16:44+00:00," Eccolo! Dico che, quando era a Napoli, ""purtroppo""lo hanno offeso, ma solo in pochi...🤷🏻 Se poi mi spieghi cosa abbia fatto per esser chiamato ""maiale""( così come Insigne, nano, )dai propri stessi tifosi, ti sono grato. Perché per me è la stessa cosa ",ParticipioPart,0
2022-04-09 12:15:11+00:00, Ho capito ma io non ho vent'anni da sopportare inizio ad avere una certa eta' sono obeso ho problemi di salute non sono piu' un ragazzo da sopportare in eterno poi mi rompo non sono più' un ragazzo che puo' sopportare angherie in eterno scusatemi,MarcoZaccarel15,0
2022-04-09 11:22:37+00:00,"Invece a Hiroshima Nagasaki napalm Vietnam Libia Serbia Iraq Afghanistan Siria, no vero ? Notare come l’Elfa nana sia passata dal parrucchiere prima dell’incontro ",CarlettoEu,1
2022-04-09 10:54:13+00:00,Ho iniziato nana e ho già pianto due volte ok,Aryadieragon,0
2022-04-09 10:48:10+00:00, sì sei chiaramente grassa si vede,pakychachki,1
2022-04-09 10:46:30+00:00, Per vedere il mio culone? Non vale la pena… ,celhoceruleo,0
2022-04-09 10:45:50+00:00, “Ahahaha fra bellissime le battute a bisius sulla pelata oddio COME ? UNA BATTUTA AD UN’ATTRICE MILIONARIA E LA SUA ALOPECIA SUL PALCO DEGLI OSCAR DA UN COMICO SUO AMICO FAMOSO PER LE BATTUTE PESANTI ? VIOLENZA PRATICAMENTE UN OMICIDIO VERBALE IN DIRETTA,pierodevito,0
2022-04-09 10:45:42+00:00, Ma va bene anche per chi ha la pelle grassa o unge troppo?,Marti__80,0
2022-04-09 10:40:34+00:00, Seedorf era già in modalità culone dai,smgii1908,0
2022-04-09 10:33:01+00:00," ha detto delle panzane !! Primo è il comico nano di Kiev che fa yoyo in continuazione, secondo I Russi lo hanno detto chiaro che non sono disposti a mettersi al tavolo per ascoltare le stronzate che proporrebbe Zelensky. Voi vi fidereste di quel tipo ? Sono certo di no",Daniele32791779,1
2022-04-09 10:27:14+00:00, Ma soprattutto l'altro che guarda tutto con l'aria da obeso soddisfatto.,walden58,1
2022-04-09 10:16:17+00:00, vabbè non è che passi inosservato un barbone pelato obeso,edonistico,1
2022-04-09 10:02:09+00:00,"Unpopular opinion anche se non c'entra niente con la quinta stagione, Marina mi piaceva tanto e mi è dispiaciuto quando è morta , lei e nano erano bellissimi #Elite5",BellaSnow30,0
2022-04-09 09:06:31+00:00,"Vi domandate ma come fanno a credere alla propaganda putiniana? Ve lo spiega Guareschi: ""Se hanno creduto a Carlo Marx, qualunque balla gli racconti andrà bene!"" Su quelli che han creduto al romagnolo pelato stendiamo velo pietoso",dino_andreani,1
2022-04-09 09:05:56+00:00,"sono stata dalla nutrizionista e sono contentissima perché ho perso tre punti percentuali di massa grassa, sembra una cavolata ma è tantissimo 😍",tenersipermano,0
2022-04-09 08:46:19+00:00,"voglio amarmi e lo farò, sono stanca di dirmi da sola di essere grassa e brutta",schia_ppaaa,0
2022-04-09 08:35:14+00:00,diventerei pelata per vederlo sorridere cosi ,i2s3ok,0
2022-04-09 08:16:25+00:00,"È stato un trauma questo taglio, però come ci sta bene, mamma mia. Staresti bene pure pelato ",anna_ek3,0
2022-04-09 07:57:34+00:00, non farti pelato,chiamatemifra,0
2022-04-09 07:56:40+00:00,È da ieri che cerco in tutti i modi di ignorare quella scema in culo che dice di essere grassa ma voi continuate a rt e citarla dandole quello che vuole cioè attenzione.,Snupina92,0
2022-04-09 07:05:56+00:00,Guarda South Park 07x05 Culo grasso zucca vuota ,lovelyanimehd,1
2022-04-09 03:05:56+00:00, Non è un culone è una meraviglia è la perfezione,Omar74344776,0
2022-04-09 00:10:45+00:00,si ma parliamoci chiaro…jimin starebbe bene anche pelato,elebonnyy,0
